#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
A2ML1	KLK6	9606.ENSP00000299698	9606.ENSP00000366047	0	0	0	0	0	0.134	0	0.730	0.756
CEP55	KIF23	9606.ENSP00000360540	9606.ENSP00000260363	0	0	0	0	0.848	0.436	0	0.962	0.996
CEP55	KIF11	9606.ENSP00000360540	9606.ENSP00000260731	0	0	0	0	0.957	0.056	0	0.466	0.976
CEP55	NDC80	9606.ENSP00000360540	9606.ENSP00000261597	0	0	0	0	0.910	0	0	0.399	0.944
CEP55	MCM4	9606.ENSP00000360540	9606.ENSP00000262105	0	0	0	0	0.682	0	0	0.170	0.725
CEP55	KIF18A	9606.ENSP00000360540	9606.ENSP00000263181	0	0	0	0	0.655	0.056	0	0.254	0.736
CEP55	SGOL1	9606.ENSP00000360540	9606.ENSP00000263753	0	0	0	0	0.666	0	0	0.298	0.755
CEP55	PLK4	9606.ENSP00000360540	9606.ENSP00000270861	0	0	0	0	0.801	0	0	0.235	0.842
CEP55	NUF2	9606.ENSP00000360540	9606.ENSP00000271452	0	0	0	0	0.830	0	0	0.601	0.929
CEP55	SPC25	9606.ENSP00000360540	9606.ENSP00000282074	0	0	0	0	0.687	0	0	0.141	0.719
CEP55	MAD2L1	9606.ENSP00000360540	9606.ENSP00000296509	0	0	0	0	0.840	0	0	0.283	0.880
CEP55	MELK	9606.ENSP00000360540	9606.ENSP00000298048	0	0	0	0	0.908	0	0	0.498	0.952
CEP55	KIAA0101	9606.ENSP00000360540	9606.ENSP00000300035	0	0	0	0	0.852	0	0	0.416	0.910
CEP55	PLK1	9606.ENSP00000360540	9606.ENSP00000300093	0	0	0	0	0.651	0.213	0	0.701	0.910
CEP55	TPX2	9606.ENSP00000360540	9606.ENSP00000300403	0	0	0	0	0.859	0	0	0.421	0.914
CEP55	CKAP2L	9606.ENSP00000360540	9606.ENSP00000305204	0	0	0	0	0.637	0	0	0.283	0.728
CEP55	FEN1	9606.ENSP00000360540	9606.ENSP00000305480	0	0	0	0	0.738	0	0	0	0.738
CEP55	SHCBP1	9606.ENSP00000360540	9606.ENSP00000306473	0	0	0	0	0.804	0	0	0.230	0.843
CEP55	FANCI	9606.ENSP00000360540	9606.ENSP00000310842	0	0	0	0	0.805	0	0	0.159	0.829
CEP55	TYMS	9606.ENSP00000360540	9606.ENSP00000315644	0	0	0	0	0.785	0	0	0.377	0.860
CEP55	SKA3	9606.ENSP00000360540	9606.ENSP00000319417	0	0	0	0	0.700	0	0	0.113	0.723
CEP55	SPAG5	9606.ENSP00000360540	9606.ENSP00000323300	0	0	0	0	0.914	0	0	0.474	0.953
CEP55	KIF15	9606.ENSP00000360540	9606.ENSP00000324020	0	0	0	0	0.892	0.056	0	0.434	0.937
CEP55	TACC3	9606.ENSP00000360540	9606.ENSP00000326550	0	0	0	0	0.642	0.128	0	0.161	0.715
CEP55	KNTC1	9606.ENSP00000360540	9606.ENSP00000328236	0	0	0	0	0.645	0	0	0.494	0.813
CEP55	ERCC6L	9606.ENSP00000360540	9606.ENSP00000334675	0	0	0	0	0.601	0	0	0.301	0.709
CEP55	FOXM1	9606.ENSP00000360540	9606.ENSP00000342307	0	0	0	0	0.826	0	0	0.583	0.924
CEP55	UBE2C	9606.ENSP00000360540	9606.ENSP00000348838	0	0	0	0	0.911	0	0	0.564	0.959
CEP55	RRM2	9606.ENSP00000360540	9606.ENSP00000353770	0	0	0	0	0.919	0	0	0.562	0.963
CEP55	EXO1	9606.ENSP00000360540	9606.ENSP00000355506	0	0	0	0	0.803	0	0	0.177	0.831
CEP55	DTL	9606.ENSP00000360540	9606.ENSP00000355958	0	0	0	0	0.829	0	0	0.269	0.870
CEP55	NEK2	9606.ENSP00000360540	9606.ENSP00000355966	0	0	0	0	0.871	0	0	0.483	0.930
CEP55	KIF14	9606.ENSP00000360540	9606.ENSP00000356319	0	0	0	0	0.842	0.281	0	0.476	0.935
CEP55	MKI67	9606.ENSP00000360540	9606.ENSP00000357643	0	0	0	0	0.916	0	0	0.504	0.957
CEP55	TTK	9606.ENSP00000360540	9606.ENSP00000358813	0	0	0	0	0.943	0	0	0.519	0.971
CEP55	E2F8	9606.ENSP00000360540	9606.ENSP00000481103	0	0	0	0	0.671	0	0	0.124	0.700
CEP55	FAM83D	9606.ENSP00000360540	9606.ENSP00000481110	0	0	0	0	0.564	0	0	0.373	0.715
CEP55	KIF18B	9606.ENSP00000360540	9606.ENSP00000465992	0	0	0	0	0.628	0.056	0	0.290	0.729
CEP55	STIL	9606.ENSP00000360540	9606.ENSP00000360944	0	0	0	0	0.691	0	0	0.167	0.731
CEP55	KIF20B	9606.ENSP00000360540	9606.ENSP00000360793	0	0	0	0	0.621	0.059	0	0.352	0.749
CEP55	HELLS	9606.ENSP00000360540	9606.ENSP00000377601	0	0	0	0	0.610	0	0	0.405	0.758
CEP55	NCAPG2	9606.ENSP00000360540	9606.ENSP00000387007	0	0	0	0	0.647	0	0	0.348	0.760
CEP55	GTSE1	9606.ENSP00000360540	9606.ENSP00000415430	0	0	0	0	0.717	0	0	0.229	0.773
CEP55	RFC4	9606.ENSP00000360540	9606.ENSP00000376272	0	0	0	0	0.732	0	0	0.205	0.778
CEP55	RAD54L	9606.ENSP00000360540	9606.ENSP00000361043	0	0	0	0	0.669	0	0	0.383	0.787
CEP55	MCM10	9606.ENSP00000360540	9606.ENSP00000418268	0	0	0	0	0.785	0	0	0.288	0.841
CEP55	CHEK1	9606.ENSP00000360540	9606.ENSP00000388648	0	0	0	0	0.835	0	0	0.211	0.864
CEP55	ZWINT	9606.ENSP00000360540	9606.ENSP00000363055	0	0	0	0	0.813	0	0	0.390	0.881
CEP55	HJURP	9606.ENSP00000360540	9606.ENSP00000414109	0	0	0	0	0.839	0	0	0.324	0.887
CEP55	ECT2	9606.ENSP00000360540	9606.ENSP00000376457	0	0	0	0	0.792	0.270	0	0.433	0.906
CEP55	PRC1	9606.ENSP00000360540	9606.ENSP00000377793	0	0	0	0	0.834	0	0	0.476	0.909
CEP55	DEPDC1	9606.ENSP00000360540	9606.ENSP00000412292	0	0	0	0	0.860	0	0	0.414	0.914
CEP55	PTTG1	9606.ENSP00000360540	9606.ENSP00000377536	0	0	0	0	0.831	0	0	0.519	0.915
CEP55	KIF4A	9606.ENSP00000360540	9606.ENSP00000363524	0	0	0	0	0.825	0.056	0	0.540	0.917
CEP55	HMMR	9606.ENSP00000360540	9606.ENSP00000377492	0	0	0	0	0.907	0	0	0.295	0.931
CEP55	KIF2C	9606.ENSP00000360540	9606.ENSP00000361298	0	0	0	0	0.907	0.056	0	0.504	0.952
CEP55	PBK	9606.ENSP00000360540	9606.ENSP00000428489	0	0	0	0	0.924	0	0	0.560	0.965
CEP55	KIF20A	9606.ENSP00000360540	9606.ENSP00000378356	0	0	0	0	0.914	0.059	0	0.617	0.966
CEP55	TOP2A	9606.ENSP00000360540	9606.ENSP00000411532	0	0	0	0	0.937	0	0	0.529	0.969
CEP55	RACGAP1	9606.ENSP00000360540	9606.ENSP00000404190	0	0	0	0	0.859	0.179	0	0.837	0.979
CEP55	NUSAP1	9606.ENSP00000360540	9606.ENSP00000453403	0	0	0	0	0.965	0	0	0.528	0.983
CHAD	ITGA2	9606.ENSP00000423812	9606.ENSP00000296585	0	0	0	0	0	0.059	0.800	0.143	0.824
CHAF1B	NCAPG	9606.ENSP00000315700	9606.ENSP00000251496	0	0	0	0	0.693	0	0	0.147	0.727
CHAF1B	GINS2	9606.ENSP00000315700	9606.ENSP00000253462	0	0	0	0	0.725	0	0	0.309	0.802
CHAF1B	MCM4	9606.ENSP00000315700	9606.ENSP00000262105	0	0	0	0	0.885	0	0	0.286	0.914
CHAF1B	MCM6	9606.ENSP00000315700	9606.ENSP00000264156	0	0	0	0	0.637	0	0	0.345	0.752
CHAF1B	MCM2	9606.ENSP00000315700	9606.ENSP00000265056	0	0	0	0	0.802	0	0	0.416	0.879
CHAF1B	FEN1	9606.ENSP00000315700	9606.ENSP00000305480	0	0	0	0	0.614	0.182	0	0.197	0.725
CHAF1B	MCM7	9606.ENSP00000315700	9606.ENSP00000307288	0	0	0	0	0.866	0	0	0.382	0.913
CHAF1B	TYMS	9606.ENSP00000315700	9606.ENSP00000315644	0	0	0	0	0.664	0	0	0.218	0.726
CHAF1B	PRC1	9606.ENSP00000315700	9606.ENSP00000377793	0	0	0	0	0.637	0.270	0	0	0.723
CHAF1B	RFC4	9606.ENSP00000315700	9606.ENSP00000376272	0	0	0	0	0.696	0	0	0.255	0.764
CHAF1B	HIST1H4C	9606.ENSP00000315700	9606.ENSP00000367034	0	0	0	0	0.062	0.745	0	0.432	0.853
CHAF1B	WDHD1	9606.ENSP00000315700	9606.ENSP00000353793	0	0	0	0	0.854	0.062	0	0.041	0.857
CHAF1B	HIST1H3J	9606.ENSP00000315700	9606.ENSP00000352252	0	0	0	0	0.062	0.929	0	0.352	0.953
CHEK1	TRIP13	9606.ENSP00000388648	9606.ENSP00000166345	0	0	0	0	0.737	0.104	0	0.179	0.790
CHEK1	POLE2	9606.ENSP00000388648	9606.ENSP00000216367	0	0	0	0	0.761	0	0	0.342	0.836
CHEK1	ORC6	9606.ENSP00000388648	9606.ENSP00000219097	0	0	0	0	0.370	0	0.650	0.358	0.846
CHEK1	OIP5	9606.ENSP00000388648	9606.ENSP00000220514	0	0	0	0	0.819	0	0	0.514	0.908
CHEK1	RAD51AP1	9606.ENSP00000388648	9606.ENSP00000228843	0	0	0	0	0.767	0	0	0.287	0.827
CHEK1	GMNN	9606.ENSP00000388648	9606.ENSP00000230056	0	0	0	0	0.557	0	0	0.738	0.879
CHEK1	MND1	9606.ENSP00000388648	9606.ENSP00000240488	0	0	0	0	0.677	0	0	0.122	0.704
CHEK1	DLGAP5	9606.ENSP00000388648	9606.ENSP00000247191	0	0	0	0	0.816	0	0	0.161	0.839
CHEK1	NCAPG	9606.ENSP00000388648	9606.ENSP00000251496	0	0	0	0	0.858	0	0	0.211	0.883
CHEK1	GINS2	9606.ENSP00000388648	9606.ENSP00000253462	0	0	0	0	0.784	0.144	0	0.182	0.835
CHEK1	ESPL1	9606.ENSP00000388648	9606.ENSP00000257934	0	0	0	0	0.270	0	0	0.708	0.778
CHEK1	KIF23	9606.ENSP00000388648	9606.ENSP00000260363	0	0	0	0	0.733	0	0	0.260	0.794
CHEK1	KIF11	9606.ENSP00000388648	9606.ENSP00000260731	0	0	0	0	0.821	0	0	0.425	0.893
CHEK1	NDC80	9606.ENSP00000388648	9606.ENSP00000261597	0	0	0	0	0.834	0	0	0.219	0.864
CHEK1	MCM4	9606.ENSP00000388648	9606.ENSP00000262105	0	0	0	0	0.773	0.838	0.650	0.823	0.997
CHEK1	PKMYT1	9606.ENSP00000388648	9606.ENSP00000262300	0	0	0.246	0.566	0.230	0.707	0	0.766	0.856
CHEK1	MCM6	9606.ENSP00000388648	9606.ENSP00000264156	0	0	0	0	0.601	0.400	0.650	0.753	0.976
CHEK1	POLQ	9606.ENSP00000388648	9606.ENSP00000264233	0	0	0	0	0.602	0	0	0.287	0.704
CHEK1	MCM2	9606.ENSP00000388648	9606.ENSP00000265056	0	0	0	0	0.734	0.400	0.650	0.839	0.989
CHEK1	TICRR	9606.ENSP00000388648	9606.ENSP00000268138	0	0	0	0	0.394	0	0	0.847	0.903
CHEK1	PLK4	9606.ENSP00000388648	9606.ENSP00000270861	0	0	0	0.658	0.753	0	0	0.499	0.793
CHEK1	FANCD2	9606.ENSP00000388648	9606.ENSP00000287647	0	0	0	0	0.335	0.462	0.900	0.822	0.992
CHEK1	MAD2L1	9606.ENSP00000388648	9606.ENSP00000296509	0	0	0	0	0.830	0.115	0	0.720	0.954
CHEK1	MELK	9606.ENSP00000388648	9606.ENSP00000298048	0	0	0	0.702	0.840	0.059	0	0.365	0.859
CHEK1	KIAA0101	9606.ENSP00000388648	9606.ENSP00000300035	0	0	0	0	0.799	0	0	0.182	0.829
CHEK1	PLK1	9606.ENSP00000388648	9606.ENSP00000300093	0	0	0	0.656	0.590	0	0	0.881	0.713
CHEK1	TPX2	9606.ENSP00000388648	9606.ENSP00000300403	0	0	0	0	0.787	0	0	0.194	0.821
CHEK1	FEN1	9606.ENSP00000388648	9606.ENSP00000305480	0	0	0	0	0.778	0.144	0	0.773	0.953
CHEK1	ESCO2	9606.ENSP00000388648	9606.ENSP00000306999	0	0	0	0	0.774	0	0	0.347	0.846
CHEK1	MCM7	9606.ENSP00000388648	9606.ENSP00000307288	0	0	0	0	0.434	0.400	0.650	0.824	0.976
CHEK1	RMI2	9606.ENSP00000388648	9606.ENSP00000310356	0	0	0	0	0.556	0	0.600	0.359	0.876
CHEK1	FANCI	9606.ENSP00000388648	9606.ENSP00000310842	0	0	0	0	0.700	0	0.900	0.692	0.989
CHEK1	CLSPN	9606.ENSP00000388648	9606.ENSP00000312995	0	0	0	0	0.329	0.835	0.900	0.994	0.999
CHEK1	TYMS	9606.ENSP00000388648	9606.ENSP00000315644	0	0	0	0	0.810	0.241	0	0.560	0.931
CHEK1	KIF15	9606.ENSP00000388648	9606.ENSP00000324020	0	0	0	0	0.803	0	0	0.102	0.815
CHEK1	RAD54B	9606.ENSP00000388648	9606.ENSP00000336606	0	0.014	0	0	0.244	0.122	0	0.619	0.725
CHEK1	FOXM1	9606.ENSP00000388648	9606.ENSP00000342307	0	0	0	0	0.625	0.056	0	0.472	0.797
CHEK1	UBE2C	9606.ENSP00000388648	9606.ENSP00000348838	0	0	0	0	0.695	0.076	0	0.254	0.772
CHEK1	DNA2	9606.ENSP00000388648	9606.ENSP00000351185	0	0	0	0	0.237	0	0.600	0.862	0.954
CHEK1	RRM2	9606.ENSP00000388648	9606.ENSP00000353770	0	0	0	0	0.800	0.137	0	0.649	0.934
CHEK1	WDHD1	9606.ENSP00000388648	9606.ENSP00000353793	0	0	0	0	0.631	0.056	0	0.463	0.796
CHEK1	EXO1	9606.ENSP00000388648	9606.ENSP00000355506	0	0	0	0	0.739	0.249	0.600	0.863	0.987
CHEK1	DTL	9606.ENSP00000388648	9606.ENSP00000355958	0	0	0	0	0.845	0.487	0	0.711	0.975
CHEK1	NEK2	9606.ENSP00000388648	9606.ENSP00000355966	0	0	0.262	0.606	0.597	0.291	0	0.416	0.771
CHEK1	UBE2T	9606.ENSP00000388648	9606.ENSP00000356243	0	0	0	0	0.374	0.296	0.900	0.384	0.969
CHEK1	TTK	9606.ENSP00000388648	9606.ENSP00000358813	0	0	0	0.568	0.805	0	0	0.511	0.847
CHEK1	ORC1	9606.ENSP00000388648	9606.ENSP00000360623	0	0	0	0	0.609	0.786	0.650	0.425	0.980
CHEK1	STIL	9606.ENSP00000388648	9606.ENSP00000360944	0	0	0	0	0.587	0	0	0.308	0.702
CHEK1	RAD54L	9606.ENSP00000388648	9606.ENSP00000361043	0	0.050	0	0	0.577	0.122	0	0.657	0.863
CHEK1	KIF2C	9606.ENSP00000388648	9606.ENSP00000361298	0	0	0	0	0.786	0	0	0.252	0.833
CHEK1	ZWINT	9606.ENSP00000388648	9606.ENSP00000363055	0	0	0	0	0.680	0	0	0.184	0.728
CHEK1	MCM8	9606.ENSP00000388648	9606.ENSP00000368164	0	0	0	0	0.201	0.213	0.650	0.410	0.852
CHEK1	RAD51	9606.ENSP00000388648	9606.ENSP00000372088	0	0	0	0	0.659	0.578	0.900	0.952	0.999
CHEK1	RFC4	9606.ENSP00000388648	9606.ENSP00000376272	0	0	0	0	0.739	0.108	0.900	0.675	0.991
CHEK1	ECT2	9606.ENSP00000388648	9606.ENSP00000376457	0	0	0	0	0.648	0.151	0	0.321	0.779
CHEK1	HMMR	9606.ENSP00000388648	9606.ENSP00000377492	0	0	0	0	0.792	0	0	0.142	0.813
CHEK1	PTTG1	9606.ENSP00000388648	9606.ENSP00000377536	0	0	0	0	0.642	0	0	0.457	0.797
CHEK1	HELLS	9606.ENSP00000388648	9606.ENSP00000377601	0	0	0	0	0.700	0.078	0	0.162	0.748
CHEK1	PRC1	9606.ENSP00000388648	9606.ENSP00000377793	0	0	0	0	0.711	0	0	0.061	0.717
CHEK1	KIF20A	9606.ENSP00000388648	9606.ENSP00000378356	0	0	0	0	0.787	0	0	0.123	0.805
CHEK1	RACGAP1	9606.ENSP00000388648	9606.ENSP00000404190	0	0	0	0	0.666	0.223	0	0.150	0.760
CHEK1	HJURP	9606.ENSP00000388648	9606.ENSP00000414109	0	0	0	0	0.756	0	0	0.160	0.786
CHEK1	PBK	9606.ENSP00000388648	9606.ENSP00000428489	0	0	0	0	0.810	0.091	0	0.224	0.855
CHEK1	NUSAP1	9606.ENSP00000388648	9606.ENSP00000453403	0	0	0	0	0.821	0	0	0.246	0.859
CHEK1	TOP2A	9606.ENSP00000388648	9606.ENSP00000411532	0	0	0	0	0.803	0.205	0	0.678	0.945
CHEK1	MCM10	9606.ENSP00000388648	9606.ENSP00000418268	0	0	0	0	0.794	0	0.650	0.754	0.980
CHEK1	TIMELESS	9606.ENSP00000388648	9606.ENSP00000450607	0	0	0	0	0.340	0.437	0.900	0.974	0.998
CHGA	NEUROD1	9606.ENSP00000216492	9606.ENSP00000295108	0	0	0	0	0.377	0	0	0.551	0.708
CHGA	SCG5	9606.ENSP00000216492	9606.ENSP00000300175	0	0	0	0	0.233	0	0	0.667	0.734
CHGA	UCHL1	9606.ENSP00000216492	9606.ENSP00000284440	0	0	0	0	0.130	0	0	0.714	0.741
CHGA	SYT2	9606.ENSP00000216492	9606.ENSP00000356236	0	0	0	0	0.200	0.840	0	0.049	0.867
CHGA	SCG2	9606.ENSP00000216492	9606.ENSP00000304133	0	0	0	0	0.251	0.168	0	0.844	0.894
CHGA	STX1A	9606.ENSP00000216492	9606.ENSP00000222812	0	0	0	0	0.196	0.941	0	0.193	0.958
CHGA	SYT1	9606.ENSP00000216492	9606.ENSP00000261205	0	0	0	0	0.260	0.955	0	0.198	0.971
CHGA	CHGB	9606.ENSP00000216492	9606.ENSP00000368244	0	0	0	0	0.407	0.788	0	0.875	0.982
CHGA	SCG3	9606.ENSP00000216492	9606.ENSP00000220478	0	0	0	0	0.359	0.213	0	0.980	0.989
CHGB	PCSK1N	9606.ENSP00000368244	9606.ENSP00000218230	0	0	0	0	0.193	0	0	0.682	0.733
CHGB	SCG3	9606.ENSP00000368244	9606.ENSP00000220478	0	0	0	0	0.324	0	0	0.739	0.816
CHGB	STX1A	9606.ENSP00000368244	9606.ENSP00000222812	0	0	0	0	0.123	0.941	0	0.264	0.958
CHGB	VGF	9606.ENSP00000368244	9606.ENSP00000249330	0	0	0	0	0.133	0	0	0.742	0.766
CHGB	SYT1	9606.ENSP00000368244	9606.ENSP00000261205	0	0	0	0	0.196	0.941	0	0.306	0.964
CHGB	SCG5	9606.ENSP00000368244	9606.ENSP00000300175	0	0	0	0	0.248	0	0	0.800	0.843
CHGB	SCG2	9606.ENSP00000368244	9606.ENSP00000304133	0	0	0	0	0.297	0	0	0.875	0.909
CHGB	SYT2	9606.ENSP00000368244	9606.ENSP00000356236	0	0	0	0	0.136	0.844	0	0.056	0.861
CHI3L1	NEFL	9606.ENSP00000255409	9606.ENSP00000482169	0	0	0	0	0	0	0	0.730	0.730
CHL1	PTPRZ1	9606.ENSP00000256509	9606.ENSP00000377047	0	0	0	0	0.134	0.154	0	0.759	0.809
CHL1	GDNF	9606.ENSP00000256509	9606.ENSP00000409007	0	0	0	0	0	0	0	0.975	0.975
CHTF18	POLE2	9606.ENSP00000262315	9606.ENSP00000216367	0	0	0	0	0.828	0.788	0	0.559	0.982
CHTF18	NCAPH	9606.ENSP00000262315	9606.ENSP00000240423	0	0	0	0	0.638	0	0	0.225	0.707
CHTF18	NCAPG	9606.ENSP00000262315	9606.ENSP00000251496	0	0	0	0	0.471	0	0	0.507	0.728
CHTF18	ESPL1	9606.ENSP00000262315	9606.ENSP00000257934	0	0	0	0	0.671	0	0	0.652	0.881
CHTF18	MCM4	9606.ENSP00000262315	9606.ENSP00000262105	0	0	0	0	0.700	0.149	0	0.676	0.910
CHTF18	ORC1	9606.ENSP00000262315	9606.ENSP00000360623	0	0	0	0	0.659	0.133	0	0.067	0.700
CHTF18	RAD51	9606.ENSP00000262315	9606.ENSP00000372088	0	0	0	0	0.443	0.060	0	0.474	0.701
CHTF18	MAD2L1	9606.ENSP00000262315	9606.ENSP00000296509	0	0	0	0	0.187	0.498	0	0.427	0.745
CHTF18	GINS4	9606.ENSP00000262315	9606.ENSP00000276533	0	0	0	0	0.423	0.058	0	0.574	0.748
CHTF18	MCM6	9606.ENSP00000262315	9606.ENSP00000264156	0	0	0	0	0.640	0.162	0	0.280	0.764
CHTF18	FEN1	9606.ENSP00000262315	9606.ENSP00000305480	0	0	0	0	0.288	0.125	0	0.705	0.800
CHTF18	EXO1	9606.ENSP00000262315	9606.ENSP00000355506	0	0	0	0	0.685	0.074	0	0.409	0.812
CHTF18	RECQL4	9606.ENSP00000262315	9606.ENSP00000482313	0	0	0	0	0.746	0.144	0	0.327	0.841
CHTF18	MCM2	9606.ENSP00000262315	9606.ENSP00000265056	0	0	0	0	0.866	0.251	0	0.504	0.946
CHTF18	MCM7	9606.ENSP00000262315	9606.ENSP00000307288	0	0	0	0	0.851	0.149	0	0.626	0.948
CHTF18	ESCO2	9606.ENSP00000262315	9606.ENSP00000306999	0	0	0	0	0.236	0.369	0	0.916	0.956
CHTF18	TIMELESS	9606.ENSP00000262315	9606.ENSP00000450607	0	0	0	0	0.844	0.302	0	0.719	0.966
CHTF18	DDX11	9606.ENSP00000262315	9606.ENSP00000440402	0	0	0	0	0.231	0.673	0	0.945	0.985
CHTF18	WDHD1	9606.ENSP00000262315	9606.ENSP00000353793	0	0	0	0	0.834	0.407	0	0.925	0.992
CHTF18	DSCC1	9606.ENSP00000262315	9606.ENSP00000322180	0	0	0	0	0.426	0.986	0.900	0.993	0.999
CHTF18	RFC4	9606.ENSP00000262315	9606.ENSP00000376272	0	0	0	0	0.459	0.910	0.900	0.852	0.999
CILP	COMP	9606.ENSP00000261883	9606.ENSP00000222271	0	0	0	0	0.200	0	0	0.660	0.716
CILP	COL9A3	9606.ENSP00000261883	9606.ENSP00000341640	0	0	0	0	0.065	0	0	0.720	0.727
CIT	KIF23	9606.ENSP00000376306	9606.ENSP00000260363	0	0	0	0	0.772	0.400	0	0.748	0.962
CIT	KIF11	9606.ENSP00000376306	9606.ENSP00000260731	0	0	0	0	0.870	0.357	0	0.111	0.919
CIT	KIF14	9606.ENSP00000376306	9606.ENSP00000356319	0	0	0	0	0.219	0.378	0.600	0.936	0.985
CIT	KIF4A	9606.ENSP00000376306	9606.ENSP00000363524	0	0	0	0	0.300	0.156	0	0.811	0.879
CIT	ECT2	9606.ENSP00000376306	9606.ENSP00000376457	0	0	0	0	0.181	0.525	0	0.444	0.765
CIT	RACGAP1	9606.ENSP00000376306	9606.ENSP00000404190	0	0	0	0	0.339	0.400	0	0.461	0.768
CIT	PRC1	9606.ENSP00000376306	9606.ENSP00000377793	0	0	0	0	0.294	0.270	0.600	0.463	0.874
CIT	KIF20A	9606.ENSP00000376306	9606.ENSP00000378356	0	0	0	0	0.596	0.400	0	0.825	0.954
CKAP2L	NCAPG	9606.ENSP00000305204	9606.ENSP00000251496	0	0	0	0	0.732	0	0	0.382	0.827
CKAP2L	KIF23	9606.ENSP00000305204	9606.ENSP00000260363	0	0	0	0	0.623	0	0	0.329	0.736
CKAP2L	KIF11	9606.ENSP00000305204	9606.ENSP00000260731	0	0	0	0	0.684	0	0	0.125	0.712
CKAP2L	NDC80	9606.ENSP00000305204	9606.ENSP00000261597	0	0	0	0	0.859	0	0	0.062	0.862
CKAP2L	SGOL1	9606.ENSP00000305204	9606.ENSP00000263753	0	0	0	0	0.816	0	0	0	0.816
CKAP2L	NUF2	9606.ENSP00000305204	9606.ENSP00000271452	0	0	0	0	0.694	0	0	0.231	0.755
CKAP2L	SKA1	9606.ENSP00000305204	9606.ENSP00000285116	0	0	0	0	0.698	0	0	0.210	0.751
CKAP2L	MELK	9606.ENSP00000305204	9606.ENSP00000298048	0	0	0	0	0.726	0	0	0.360	0.817
CKAP2L	TPX2	9606.ENSP00000305204	9606.ENSP00000300403	0	0	0	0	0.772	0	0	0.260	0.824
CKAP2L	SHCBP1	9606.ENSP00000305204	9606.ENSP00000306473	0	0	0	0	0.590	0	0	0.298	0.700
CKAP2L	HMMR	9606.ENSP00000305204	9606.ENSP00000377492	0	0	0	0	0.649	0	0	0.188	0.703
CKAP2L	NEK2	9606.ENSP00000305204	9606.ENSP00000355966	0	0	0	0	0.661	0	0	0.162	0.703
CKAP2L	UBE2C	9606.ENSP00000305204	9606.ENSP00000348838	0	0	0	0	0.642	0	0	0.248	0.719
CKAP2L	KIF14	9606.ENSP00000305204	9606.ENSP00000356319	0	0	0	0	0.559	0	0	0.428	0.737
CKAP2L	TTK	9606.ENSP00000305204	9606.ENSP00000358813	0	0	0	0	0.658	0	0	0.284	0.745
CKAP2L	TOP2A	9606.ENSP00000305204	9606.ENSP00000411532	0	0	0	0	0.737	0	0	0.198	0.780
CKAP2L	KIF2C	9606.ENSP00000305204	9606.ENSP00000361298	0	0	0	0	0.754	0	0	0.196	0.794
CKAP2L	PRC1	9606.ENSP00000305204	9606.ENSP00000377793	0	0	0	0	0.718	0	0	0.422	0.830
CKAP2L	NUSAP1	9606.ENSP00000305204	9606.ENSP00000453403	0	0	0	0	0.785	0	0	0.303	0.843
CKAP2L	KIF20A	9606.ENSP00000305204	9606.ENSP00000378356	0	0	0	0	0.818	0	0	0.322	0.871
CKAP2L	ECT2	9606.ENSP00000305204	9606.ENSP00000376457	0	0	0	0	0.854	0	0	0.326	0.898
CKMT1A	NME4	9606.ENSP00000406577	9606.ENSP00000219479	0	0	0	0	0.062	0.213	0	0.780	0.823
CKMT1A	SLC6A8	9606.ENSP00000406577	9606.ENSP00000253122	0	0	0	0	0.100	0	0	0.813	0.825
CKMT1A	CKMT1B	9606.ENSP00000406577	9606.ENSP00000300283	0	0	0.449	0.987	0.769	0.800	0	0.604	0.952
CKMT1B	NME4	9606.ENSP00000300283	9606.ENSP00000219479	0	0	0	0	0.062	0.213	0	0.779	0.823
CKMT1B	SLC6A8	9606.ENSP00000300283	9606.ENSP00000253122	0	0	0	0	0.107	0	0	0.812	0.825
CKS1B	GMNN	9606.ENSP00000311083	9606.ENSP00000230056	0	0	0	0	0.532	0.482	0	0.313	0.819
CKS1B	DLGAP5	9606.ENSP00000311083	9606.ENSP00000247191	0	0	0	0	0.729	0	0	0.230	0.783
CKS1B	NCAPG	9606.ENSP00000311083	9606.ENSP00000251496	0	0	0	0	0.937	0	0	0.286	0.953
CKS1B	KIF11	9606.ENSP00000311083	9606.ENSP00000260731	0	0	0	0	0.911	0	0	0.250	0.930
CKS1B	NDC80	9606.ENSP00000311083	9606.ENSP00000261597	0	0	0	0	0.642	0	0	0.345	0.756
CKS1B	PKMYT1	9606.ENSP00000311083	9606.ENSP00000262300	0	0	0	0	0.176	0.733	0	0.467	0.872
CKS1B	MCM2	9606.ENSP00000311083	9606.ENSP00000265056	0	0	0	0	0.637	0	0	0.369	0.761
CKS1B	NUF2	9606.ENSP00000311083	9606.ENSP00000271452	0	0	0	0	0.821	0	0	0.262	0.862
CKS1B	MAD2L1	9606.ENSP00000311083	9606.ENSP00000296509	0	0	0	0	0.977	0	0	0.324	0.984
CKS1B	MELK	9606.ENSP00000311083	9606.ENSP00000298048	0	0	0	0	0.711	0.056	0	0.112	0.737
CKS1B	PLK1	9606.ENSP00000311083	9606.ENSP00000300093	0	0	0	0	0.856	0	0	0.436	0.915
