#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
DEPDC1	HJURP	9606.ENSP00000412292	9606.ENSP00000414109	0	0	0	0	0.813	0	0	0	0.813
DEPDC1	PBK	9606.ENSP00000412292	9606.ENSP00000428489	0	0	0	0	0.815	0	0	0.345	0.874
DEPDC1	NUSAP1	9606.ENSP00000412292	9606.ENSP00000453403	0	0	0	0	0.884	0	0	0.336	0.919
DEPDC1B	OIP5	9606.ENSP00000265036	9606.ENSP00000220514	0	0	0	0	0.554	0	0	0	0.554
DEPDC1B	RAD51AP1	9606.ENSP00000265036	9606.ENSP00000228843	0	0	0	0	0.553	0	0	0	0.553
DEPDC1B	NCAPH	9606.ENSP00000265036	9606.ENSP00000240423	0	0	0	0	0.437	0	0	0.310	0.594
DEPDC1B	MND1	9606.ENSP00000265036	9606.ENSP00000240488	0	0	0	0	0.561	0	0	0	0.561
DEPDC1B	DLGAP5	9606.ENSP00000265036	9606.ENSP00000247191	0	0	0	0	0.732	0	0	0.057	0.737
DEPDC1B	NCAPG	9606.ENSP00000265036	9606.ENSP00000251496	0	0	0	0	0.587	0	0	0.234	0.670
DEPDC1B	ESPL1	9606.ENSP00000265036	9606.ENSP00000257934	0	0	0	0	0.298	0	0	0.233	0.439
DEPDC1B	KIF23	9606.ENSP00000265036	9606.ENSP00000260363	0	0	0	0	0.613	0	0	0	0.613
DEPDC1B	KIF11	9606.ENSP00000265036	9606.ENSP00000260731	0	0	0	0	0.621	0	0	0.115	0.650
DEPDC1B	NDC80	9606.ENSP00000265036	9606.ENSP00000261597	0	0	0	0	0.431	0	0	0	0.431
DEPDC1B	PRR11	9606.ENSP00000265036	9606.ENSP00000262293	0	0	0	0	0.267	0	0	0.405	0.546
DEPDC1B	KIF18A	9606.ENSP00000265036	9606.ENSP00000263181	0	0	0	0	0.564	0	0	0.065	0.575
DEPDC1B	NEIL3	9606.ENSP00000265036	9606.ENSP00000264596	0	0	0	0	0.360	0	0	0.149	0.432
DEPDC1B	PRC1	9606.ENSP00000265036	9606.ENSP00000377793	0	0	0	0	0.387	0	0	0.067	0.404
DEPDC1B	IQGAP3	9606.ENSP00000265036	9606.ENSP00000354451	0	0	0	0	0.290	0	0	0.195	0.404
DEPDC1B	KNTC1	9606.ENSP00000265036	9606.ENSP00000328236	0	0	0	0	0.285	0	0	0.202	0.405
DEPDC1B	GTSE1	9606.ENSP00000265036	9606.ENSP00000415430	0	0	0	0	0.328	0	0	0.181	0.426
DEPDC1B	E2F7	9606.ENSP00000265036	9606.ENSP00000323246	0	0	0	0	0.338	0	0	0.199	0.447
DEPDC1B	KIAA0101	9606.ENSP00000265036	9606.ENSP00000300035	0	0	0	0	0.448	0	0	0	0.448
DEPDC1B	MKI67	9606.ENSP00000265036	9606.ENSP00000357643	0	0	0	0	0.430	0	0	0.075	0.450
DEPDC1B	FIGNL1	9606.ENSP00000265036	9606.ENSP00000410811	0	0	0	0	0.180	0	0	0.358	0.451
DEPDC1B	NEK2	9606.ENSP00000265036	9606.ENSP00000355966	0	0	0	0	0.446	0	0	0.061	0.458
DEPDC1B	HELLS	9606.ENSP00000265036	9606.ENSP00000377601	0	0	0	0	0.471	0	0	0.042	0.472
DEPDC1B	SPAG5	9606.ENSP00000265036	9606.ENSP00000323300	0	0	0	0	0.473	0	0	0	0.473
DEPDC1B	SHCBP1	9606.ENSP00000265036	9606.ENSP00000306473	0	0	0	0	0.357	0	0	0.224	0.480
DEPDC1B	PLK1	9606.ENSP00000265036	9606.ENSP00000300093	0	0	0	0	0.414	0	0	0.165	0.490
DEPDC1B	RACGAP1	9606.ENSP00000265036	9606.ENSP00000404190	0	0	0	0	0.373	0	0	0.232	0.498
DEPDC1B	FOXM1	9606.ENSP00000265036	9606.ENSP00000342307	0	0	0	0	0.369	0	0	0.252	0.508
DEPDC1B	FAM72B	9606.ENSP00000265036	9606.ENSP00000358397	0	0	0	0	0.271	0	0	0.362	0.515
DEPDC1B	ECT2	9606.ENSP00000265036	9606.ENSP00000376457	0	0	0	0	0.334	0	0	0.315	0.524
DEPDC1B	KIF4A	9606.ENSP00000265036	9606.ENSP00000363524	0	0	0	0	0.455	0	0	0.170	0.528
DEPDC1B	DTL	9606.ENSP00000265036	9606.ENSP00000355958	0	0	0	0	0.552	0	0	0	0.552
DEPDC1B	PTTG1	9606.ENSP00000265036	9606.ENSP00000377536	0	0	0	0	0.554	0	0	0.074	0.569
DEPDC1B	EXO1	9606.ENSP00000265036	9606.ENSP00000355506	0	0	0	0	0.571	0	0	0.070	0.584
DEPDC1B	TPX2	9606.ENSP00000265036	9606.ENSP00000300403	0	0	0	0	0.587	0	0	0	0.587
DEPDC1B	ZWINT	9606.ENSP00000265036	9606.ENSP00000363055	0	0	0	0	0.548	0	0	0.129	0.589
DEPDC1B	NUF2	9606.ENSP00000265036	9606.ENSP00000271452	0	0	0	0	0.590	0	0	0	0.590
DEPDC1B	MCM10	9606.ENSP00000265036	9606.ENSP00000418268	0	0	0	0	0.560	0	0	0.113	0.593
DEPDC1B	MELK	9606.ENSP00000265036	9606.ENSP00000298048	0	0	0	0	0.599	0	0	0.042	0.599
DEPDC1B	KIF14	9606.ENSP00000265036	9606.ENSP00000356319	0	0	0	0	0.510	0	0	0.219	0.601
DEPDC1B	KIF20A	9606.ENSP00000265036	9606.ENSP00000378356	0	0	0	0	0.602	0	0	0	0.602
DEPDC1B	RRM2	9606.ENSP00000265036	9606.ENSP00000353770	0	0	0	0	0.589	0	0	0.074	0.603
DEPDC1B	PBK	9606.ENSP00000265036	9606.ENSP00000428489	0	0	0	0	0.596	0	0	0.062	0.605
DEPDC1B	UBE2C	9606.ENSP00000265036	9606.ENSP00000348838	0	0	0	0	0.560	0	0	0.181	0.624
DEPDC1B	TOP2A	9606.ENSP00000265036	9606.ENSP00000411532	0	0	0	0	0.617	0	0	0.071	0.629
DEPDC1B	HJURP	9606.ENSP00000265036	9606.ENSP00000414109	0	0	0	0	0.596	0	0	0.134	0.636
DEPDC1B	SKA3	9606.ENSP00000265036	9606.ENSP00000319417	0	0	0	0	0.567	0	0	0.202	0.640
DEPDC1B	TTK	9606.ENSP00000265036	9606.ENSP00000358813	0	0	0	0	0.621	0	0	0.102	0.645
DEPDC1B	FAM83D	9606.ENSP00000265036	9606.ENSP00000481110	0	0	0	0	0.504	0	0	0.327	0.651
DEPDC1B	NUSAP1	9606.ENSP00000265036	9606.ENSP00000453403	0	0	0	0	0.628	0	0	0.117	0.658
DEPDC1B	PLK4	9606.ENSP00000265036	9606.ENSP00000270861	0	0	0	0	0.437	0	0	0.425	0.662
DEPDC1B	MAD2L1	9606.ENSP00000265036	9606.ENSP00000296509	0	0	0	0	0.555	0	0	0.321	0.685
DEPDC1B	KIF2C	9606.ENSP00000265036	9606.ENSP00000361298	0	0	0	0	0.648	0	0	0.203	0.707
DEPDC1B	KIF15	9606.ENSP00000265036	9606.ENSP00000324020	0	0	0	0	0.708	0	0	0.058	0.713
DEPDC1B	HMMR	9606.ENSP00000265036	9606.ENSP00000377492	0	0	0	0	0.687	0	0	0.232	0.749
DEPTOR	EIF4EBP1	9606.ENSP00000286234	9606.ENSP00000340691	0	0	0	0	0	0	0	0.734	0.734
DERL3	ERN2	9606.ENSP00000384744	9606.ENSP00000256797	0	0	0	0	0.049	0.112	0	0.413	0.461
DERL3	MYCN	9606.ENSP00000384744	9606.ENSP00000281043	0	0	0	0	0	0	0	0.433	0.433
DERL3	PDIA4	9606.ENSP00000384744	9606.ENSP00000286091	0	0	0	0	0.112	0.057	0	0.570	0.609
DERL3	ERO1L	9606.ENSP00000384744	9606.ENSP00000379042	0	0	0	0	0.064	0.056	0	0.449	0.471
DHRS2	MAGEA3	9606.ENSP00000344674	9606.ENSP00000473093	0	0	0	0	0.170	0	0	0.371	0.455
DIO2	SLC5A5	9606.ENSP00000450980	9606.ENSP00000222248	0	0	0	0	0	0	0	0.681	0.681
DIO2	TTR	9606.ENSP00000450980	9606.ENSP00000237014	0	0	0	0	0.066	0	0	0.834	0.839
DIO2	EPT1	9606.ENSP00000450980	9606.ENSP00000260585	0	0	0	0	0	0	0	0.757	0.757
DIO2	GPX2	9606.ENSP00000450980	9606.ENSP00000374265	0	0	0	0	0	0	0	0.672	0.672
DIO2	TXNRD1	9606.ENSP00000450980	9606.ENSP00000434516	0	0	0	0	0	0	0	0.633	0.633
DIO2	PTHLH	9606.ENSP00000450980	9606.ENSP00000441765	0	0	0	0	0.069	0	0	0.389	0.406
DIRAS1	RNFT2	9606.ENSP00000325836	9606.ENSP00000257575	0	0	0	0	0.077	0.071	0	0.478	0.513
DIRAS1	RAB15	9606.ENSP00000325836	9606.ENSP00000267512	0	0	0.354	0	0.087	0.171	0	0.058	0.477
DIRAS1	TMEM59L	9606.ENSP00000325836	9606.ENSP00000470879	0	0	0	0	0.392	0	0	0.160	0.468
DKK1	WNT3	9606.ENSP00000363081	9606.ENSP00000225512	0	0	0	0	0	0.121	0.600	0.763	0.909
DKK1	FZD10	9606.ENSP00000363081	9606.ENSP00000229030	0	0	0	0	0	0.056	0	0.478	0.486
DKK1	GAPDH	9606.ENSP00000363081	9606.ENSP00000229239	0	0	0	0	0.063	0	0	0.522	0.533
DKK1	MDFI	9606.ENSP00000363081	9606.ENSP00000230321	0	0	0	0	0	0.413	0	0.087	0.441
DKK1	WISP1	9606.ENSP00000363081	9606.ENSP00000250160	0	0	0	0	0	0	0	0.502	0.502
DKK1	HNF1A	9606.ENSP00000363081	9606.ENSP00000257555	0	0	0	0	0	0	0	0.442	0.442
DKK1	WNT10A	9606.ENSP00000363081	9606.ENSP00000258411	0	0	0	0	0	0.058	0.600	0.614	0.841
DKK1	EGF	9606.ENSP00000363081	9606.ENSP00000265171	0	0	0	0	0	0.151	0	0.469	0.530
DKK1	HNF4A	9606.ENSP00000363081	9606.ENSP00000312987	0	0	0	0	0	0	0	0.681	0.681
DKK1	SOX2	9606.ENSP00000363081	9606.ENSP00000323588	0	0	0	0	0	0	0	0.543	0.543
DKK1	RUNX2	9606.ENSP00000363081	9606.ENSP00000360493	0	0	0	0	0	0	0	0.689	0.689
DKK1	MMP9	9606.ENSP00000363081	9606.ENSP00000361405	0	0	0	0	0	0	0	0.401	0.400
DKK1	GREM1	9606.ENSP00000363081	9606.ENSP00000478319	0	0	0	0	0	0	0	0.465	0.465
DKK1	LGR4	9606.ENSP00000363081	9606.ENSP00000368516	0	0	0	0	0.065	0	0	0.462	0.476
DKK1	PTHLH	9606.ENSP00000363081	9606.ENSP00000441765	0	0	0	0	0.120	0	0	0.515	0.555
DKK1	SPP1	9606.ENSP00000363081	9606.ENSP00000378517	0	0	0	0	0	0	0	0.556	0.556
DLGAP5	TRIP13	9606.ENSP00000247191	9606.ENSP00000166345	0	0	0	0	0.803	0	0	0.325	0.861
DLGAP5	POLE2	9606.ENSP00000247191	9606.ENSP00000216367	0	0	0	0	0.774	0	0	0.193	0.810
DLGAP5	MYBL2	9606.ENSP00000247191	9606.ENSP00000217026	0	0	0	0	0.554	0	0	0.280	0.665
DLGAP5	ORC6	9606.ENSP00000247191	9606.ENSP00000219097	0	0	0	0	0.234	0	0	0.306	0.446
DLGAP5	OIP5	9606.ENSP00000247191	9606.ENSP00000220514	0	0	0	0	0.894	0	0	0.114	0.902
DLGAP5	RAD51AP1	9606.ENSP00000247191	9606.ENSP00000228843	0	0	0	0	0.816	0	0	0.211	0.849
DLGAP5	GMNN	9606.ENSP00000247191	9606.ENSP00000230056	0	0	0	0	0.682	0	0	0.242	0.749
DLGAP5	NCAPH	9606.ENSP00000247191	9606.ENSP00000240423	0	0	0	0	0.852	0	0	0.352	0.900
DLGAP5	MND1	9606.ENSP00000247191	9606.ENSP00000240488	0	0	0	0	0.777	0	0	0	0.777
DLGAP5	KIAA1524	9606.ENSP00000247191	9606.ENSP00000295746	0	0	0	0	0.426	0	0	0	0.426
DLGAP5	PKMYT1	9606.ENSP00000247191	9606.ENSP00000262300	0	0	0	0	0.345	0	0	0.176	0.437
DLGAP5	PLEKHN1	9606.ENSP00000247191	9606.ENSP00000368720	0	0	0	0	0	0	0	0.443	0.443
DLGAP5	KPNA7	9606.ENSP00000247191	9606.ENSP00000330878	0	0	0	0	0.427	0	0	0.081	0.450
DLGAP5	PAICS	9606.ENSP00000247191	9606.ENSP00000382595	0	0	0	0	0.471	0	0	0	0.471
DLGAP5	GINS1	9606.ENSP00000247191	9606.ENSP00000262460	0	0	0	0	0.378	0	0	0.187	0.473
DLGAP5	MCM7	9606.ENSP00000247191	9606.ENSP00000307288	0	0	0	0	0.351	0	0	0.254	0.495
DLGAP5	UHRF1	9606.ENSP00000247191	9606.ENSP00000479617	0	0	0	0	0.461	0	0	0.124	0.508
DLGAP5	MTFR2	9606.ENSP00000247191	9606.ENSP00000395232	0	0	0	0	0.541	0	0	0	0.541
DLGAP5	IQGAP3	9606.ENSP00000247191	9606.ENSP00000354451	0	0	0	0	0.467	0.070	0	0.155	0.545
DLGAP5	SOX2	9606.ENSP00000247191	9606.ENSP00000323588	0	0	0	0	0	0	0	0.565	0.565
DLGAP5	TIMELESS	9606.ENSP00000247191	9606.ENSP00000450607	0	0	0	0	0.553	0	0	0.109	0.585
DLGAP5	FANCD2	9606.ENSP00000247191	9606.ENSP00000287647	0	0	0	0	0.598	0	0	0	0.598
DLGAP5	RMI2	9606.ENSP00000247191	9606.ENSP00000310356	0	0	0	0	0.605	0	0	0	0.605
DLGAP5	EZH2	9606.ENSP00000247191	9606.ENSP00000320147	0	0	0	0	0.569	0	0	0.150	0.618
DLGAP5	SGOL2	9606.ENSP00000247191	9606.ENSP00000350447	0	0	0	0	0.570	0	0	0.170	0.627
DLGAP5	TICRR	9606.ENSP00000247191	9606.ENSP00000268138	0	0	0	0	0.601	0	0	0.127	0.637
DLGAP5	MCM6	9606.ENSP00000247191	9606.ENSP00000264156	0	0	0	0	0.628	0	0	0.075	0.642
DLGAP5	LMNB1	9606.ENSP00000247191	9606.ENSP00000261366	0	0	0	0	0.604	0	0	0.138	0.644
DLGAP5	DSCC1	9606.ENSP00000247191	9606.ENSP00000322180	0	0	0	0	0.562	0	0	0.241	0.654
DLGAP5	SKA1	9606.ENSP00000247191	9606.ENSP00000285116	0	0	0	0	0.486	0	0	0.375	0.665
DLGAP5	ORC1	9606.ENSP00000247191	9606.ENSP00000360623	0	0	0	0	0.617	0	0	0.172	0.669
DLGAP5	FAM83D	9606.ENSP00000247191	9606.ENSP00000481110	0	0	0	0	0.565	0	0	0.289	0.678
DLGAP5	PRR11	9606.ENSP00000247191	9606.ENSP00000262293	0	0	0	0	0.653	0	0	0.123	0.682
DLGAP5	SKA3	9606.ENSP00000247191	9606.ENSP00000319417	0	0	0	0	0.606	0	0	0.253	0.693
DLGAP5	HELLS	9606.ENSP00000247191	9606.ENSP00000377601	0	0	0	0	0.622	0.057	0	0.232	0.702
DLGAP5	STIL	9606.ENSP00000247191	9606.ENSP00000360944	0	0	0	0	0.697	0	0	0.063	0.704
DLGAP5	TK1	9606.ENSP00000247191	9606.ENSP00000301634	0	0	0	0	0.570	0	0	0.343	0.706
DLGAP5	E2F7	9606.ENSP00000247191	9606.ENSP00000323246	0	0	0	0	0.610	0	0	0.283	0.708
DLGAP5	NCAPG2	9606.ENSP00000247191	9606.ENSP00000387007	0	0	0	0	0.702	0	0	0.104	0.722
DLGAP5	ERCC6L	9606.ENSP00000247191	9606.ENSP00000334675	0	0	0	0	0.701	0.057	0	0.108	0.726
DLGAP5	RAD51	9606.ENSP00000247191	9606.ENSP00000372088	0	0	0	0	0.668	0	0	0.210	0.726
DLGAP5	MCM2	9606.ENSP00000247191	9606.ENSP00000265056	0	0	0	0	0.691	0	0	0.182	0.737
DLGAP5	UBE2T	9606.ENSP00000247191	9606.ENSP00000356243	0	0	0	0	0.706	0.068	0	0.140	0.744
DLGAP5	POLQ	9606.ENSP00000247191	9606.ENSP00000264233	0	0	0	0	0.784	0	0	0	0.784
DLGAP5	NEIL3	9606.ENSP00000247191	9606.ENSP00000264596	0	0	0	0	0.785	0	0	0.046	0.786
DLGAP5	FEN1	9606.ENSP00000247191	9606.ENSP00000305480	0	0	0	0	0.780	0	0	0.075	0.788
DLGAP5	KIF20B	9606.ENSP00000247191	9606.ENSP00000360793	0	0	0	0	0.727	0.056	0	0.265	0.794
DLGAP5	WDHD1	9606.ENSP00000247191	9606.ENSP00000353793	0	0	0	0	0.796	0	0	0	0.796
DLGAP5	KNTC1	9606.ENSP00000247191	9606.ENSP00000328236	0	0	0	0	0.737	0	0	0.260	0.797
DLGAP5	MCM4	9606.ENSP00000247191	9606.ENSP00000262105	0	0	0	0	0.772	0	0	0.157	0.800
DLGAP5	PARPBP	9606.ENSP00000247191	9606.ENSP00000332915	0	0	0	0	0.802	0	0	0	0.802
DLGAP5	SPC25	9606.ENSP00000247191	9606.ENSP00000282074	0	0	0	0	0.783	0	0	0.145	0.807
DLGAP5	RCC1	9606.ENSP00000247191	9606.ENSP00000362937	0	0	0	0	0.275	0.478	0	0.537	0.809
DLGAP5	RFC4	9606.ENSP00000247191	9606.ENSP00000376272	0	0	0	0	0.755	0	0	0.252	0.809
DLGAP5	SHCBP1	9606.ENSP00000247191	9606.ENSP00000306473	0	0	0	0	0.777	0	0	0.193	0.813
DLGAP5	FANCI	9606.ENSP00000247191	9606.ENSP00000310842	0	0	0	0	0.810	0	0	0.166	0.835
DLGAP5	TROAP	9606.ENSP00000247191	9606.ENSP00000257909	0	0	0	0	0.804	0	0	0.225	0.842
DLGAP5	TYMS	9606.ENSP00000247191	9606.ENSP00000315644	0	0	0	0	0.819	0	0	0.184	0.846
DLGAP5	EXO1	9606.ENSP00000247191	9606.ENSP00000355506	0	0	0	0	0.823	0	0	0.162	0.846
DLGAP5	PLK4	9606.ENSP00000247191	9606.ENSP00000270861	0	0	0	0	0.805	0	0	0.258	0.849
DLGAP5	RAD54L	9606.ENSP00000247191	9606.ENSP00000361043	0	0	0	0	0.782	0.057	0	0.345	0.854
DLGAP5	GTSE1	9606.ENSP00000247191	9606.ENSP00000415430	0	0	0	0	0.796	0	0	0.327	0.857
DLGAP5	DTL	9606.ENSP00000247191	9606.ENSP00000355958	0	0	0	0	0.847	0	0	0.119	0.860
DLGAP5	KPNA2	9606.ENSP00000247191	9606.ENSP00000438483	0	0	0	0	0.828	0	0	0.228	0.862
DLGAP5	ECT2	9606.ENSP00000247191	9606.ENSP00000376457	0	0	0	0	0.805	0	0	0.324	0.863
DLGAP5	KIF18B	9606.ENSP00000247191	9606.ENSP00000465992	0	0	0	0	0.803	0.056	0	0.346	0.868
DLGAP5	GINS2	9606.ENSP00000247191	9606.ENSP00000253462	0	0	0	0	0.819	0	0	0.313	0.870
DLGAP5	FAM64A	9606.ENSP00000247191	9606.ENSP00000250056	0	0	0	0	0.794	0	0	0.434	0.878
DLGAP5	ESCO2	9606.ENSP00000247191	9606.ENSP00000306999	0	0	0	0	0.879	0	0	0	0.879
DLGAP5	SGOL1	9606.ENSP00000247191	9606.ENSP00000263753	0	0	0	0	0.833	0	0	0.341	0.885
DLGAP5	MCM10	9606.ENSP00000247191	9606.ENSP00000418268	0	0	0	0	0.810	0	0	0.423	0.886
DLGAP5	ZWINT	9606.ENSP00000247191	9606.ENSP00000363055	0	0	0	0	0.807	0	0	0.456	0.890
DLGAP5	TACC3	9606.ENSP00000247191	9606.ENSP00000326550	0	0	0	0	0.705	0.150	0	0.640	0.902
DLGAP5	KIFC1	9606.ENSP00000247191	9606.ENSP00000393963	0	0	0	0	0.784	0.056	0	0.580	0.907
DLGAP5	KIF14	9606.ENSP00000247191	9606.ENSP00000356319	0	0	0	0	0.846	0.056	0	0.427	0.909
DLGAP5	FOXM1	9606.ENSP00000247191	9606.ENSP00000342307	0	0	0	0	0.867	0	0	0.362	0.911
DLGAP5	PRC1	9606.ENSP00000247191	9606.ENSP00000377793	0	0	0	0	0.900	0	0	0.235	0.920
DLGAP5	ESPL1	9606.ENSP00000247191	9606.ENSP00000257934	0	0	0	0	0.911	0	0	0.283	0.933
DLGAP5	E2F8	9606.ENSP00000247191	9606.ENSP00000481103	0	0	0	0	0.915	0	0	0.265	0.934
DLGAP5	HJURP	9606.ENSP00000247191	9606.ENSP00000414109	0	0	0	0	0.895	0	0	0.401	0.934
DLGAP5	RACGAP1	9606.ENSP00000247191	9606.ENSP00000404190	0	0	0	0	0.886	0.063	0	0.460	0.937
DLGAP5	KIAA0101	9606.ENSP00000247191	9606.ENSP00000300035	0	0	0	0	0.894	0	0	0.501	0.945
DLGAP5	SPAG5	9606.ENSP00000247191	9606.ENSP00000323300	0	0	0	0	0.915	0	0	0.468	0.952
DLGAP5	KIF18A	9606.ENSP00000247191	9606.ENSP00000263181	0	0	0	0	0.868	0.056	0	0.648	0.952
DLGAP5	RRM2	9606.ENSP00000247191	9606.ENSP00000353770	0	0	0	0	0.916	0	0	0.518	0.958
DLGAP5	PTTG1	9606.ENSP00000247191	9606.ENSP00000377536	0	0	0	0	0.922	0	0	0.507	0.959
DLGAP5	MAD2L1	9606.ENSP00000247191	9606.ENSP00000296509	0	0	0	0	0.930	0	0	0.454	0.960
DLGAP5	NEK2	9606.ENSP00000247191	9606.ENSP00000355966	0	0	0	0	0.931	0	0	0.467	0.961
DLGAP5	KIF2C	9606.ENSP00000247191	9606.ENSP00000361298	0	0	0	0	0.903	0.058	0	0.606	0.961
DLGAP5	KIF4A	9606.ENSP00000247191	9606.ENSP00000363524	0	0	0	0	0.939	0.056	0	0.515	0.969
DLGAP5	MELK	9606.ENSP00000247191	9606.ENSP00000298048	0	0	0	0	0.942	0	0	0.506	0.970
DLGAP5	PLK1	9606.ENSP00000247191	9606.ENSP00000300093	0	0	0	0	0.947	0.056	0	0.471	0.971
DLGAP5	KIF15	9606.ENSP00000247191	9606.ENSP00000324020	0	0	0	0	0.941	0.056	0	0.538	0.972
DLGAP5	KIF23	9606.ENSP00000247191	9606.ENSP00000260363	0	0	0	0	0.956	0.056	0	0.437	0.974
DLGAP5	NUF2	9606.ENSP00000247191	9606.ENSP00000271452	0	0	0	0	0.947	0	0	0.544	0.974
DLGAP5	MKI67	9606.ENSP00000247191	9606.ENSP00000357643	0	0	0	0	0.924	0	0	0.684	0.975
DLGAP5	HMMR	9606.ENSP00000247191	9606.ENSP00000377492	0	0	0	0	0.956	0	0	0.527	0.978
DLGAP5	PBK	9606.ENSP00000247191	9606.ENSP00000428489	0	0	0	0	0.958	0.056	0	0.523	0.979
DLGAP5	KIF20A	9606.ENSP00000247191	9606.ENSP00000378356	0	0	0	0	0.963	0.056	0	0.528	0.982
DLGAP5	UBE2C	9606.ENSP00000247191	9606.ENSP00000348838	0	0	0	0	0.969	0.058	0	0.479	0.983
DLGAP5	NCAPG	9606.ENSP00000247191	9606.ENSP00000251496	0	0	0	0	0.976	0	0	0.510	0.987
DLGAP5	NDC80	9606.ENSP00000247191	9606.ENSP00000261597	0	0	0	0	0.974	0	0	0.559	0.988
DLGAP5	TOP2A	9606.ENSP00000247191	9606.ENSP00000411532	0	0	0	0	0.979	0	0	0.556	0.990
DLGAP5	TTK	9606.ENSP00000247191	9606.ENSP00000358813	0	0	0	0	0.982	0	0	0.520	0.991
DLGAP5	NUSAP1	9606.ENSP00000247191	9606.ENSP00000453403	0	0	0	0	0.955	0	0	0.829	0.992
DLGAP5	TPX2	9606.ENSP00000247191	9606.ENSP00000300403	0	0	0	0	0.964	0	0	0.900	0.996
DLGAP5	KIF11	9606.ENSP00000247191	9606.ENSP00000260731	0	0	0	0	0.978	0.056	0	0.959	0.999
DLX3	SIX4	9606.ENSP00000389870	9606.ENSP00000216513	0	0	0	0	0.062	0.105	0	0.398	0.450
DLX3	SIX1	9606.ENSP00000389870	9606.ENSP00000247182	0	0	0	0	0.085	0.105	0	0.555	0.604
DLX3	SOX2	9606.ENSP00000389870	9606.ENSP00000323588	0	0	0	0	0	0.081	0	0.406	0.431
DLX3	OVOL1	9606.ENSP00000389870	9606.ENSP00000337862	0	0	0	0	0.109	0	0	0.392	0.435
DLX3	PAX9	9606.ENSP00000389870	9606.ENSP00000355245	0	0	0	0	0.089	0.104	0	0.334	0.409
DLX3	RUNX2	9606.ENSP00000389870	9606.ENSP00000360493	0	0	0	0	0	0.057	0	0.770	0.774
DLX3	TFAP2A	9606.ENSP00000389870	9606.ENSP00000368924	0	0	0	0	0.142	0.058	0	0.524	0.582
DLX3	WDR72	9606.ENSP00000389870	9606.ENSP00000379619	0	0	0	0	0	0	0	0.798	0.798
DNA2	POLE2	9606.ENSP00000351185	9606.ENSP00000216367	0	0	0	0	0.316	0	0.900	0.530	0.965
DNA2	RAD51AP1	9606.ENSP00000351185	9606.ENSP00000228843	0	0	0	0	0.326	0	0.600	0.245	0.778
DNA2	NCAPG	9606.ENSP00000351185	9606.ENSP00000251496	0	0	0	0	0.376	0	0	0.095	0.411
DNA2	KIF11	9606.ENSP00000351185	9606.ENSP00000260731	0	0	0	0	0.408	0	0	0.087	0.437
DNA2	MCM4	9606.ENSP00000351185	9606.ENSP00000262105	0	0	0	0	0.254	0.056	0	0.603	0.696
DNA2	MCM6	9606.ENSP00000351185	9606.ENSP00000264156	0	0	0	0	0.239	0.056	0	0.590	0.680
DNA2	POLQ	9606.ENSP00000351185	9606.ENSP00000264233	0.044	0	0	0	0.199	0	0	0.418	0.516
DNA2	NEIL3	9606.ENSP00000351185	9606.ENSP00000264596	0	0	0	0	0.230	0	0	0.283	0.424
DNA2	MCM2	9606.ENSP00000351185	9606.ENSP00000265056	0	0	0	0	0.249	0.056	0	0.635	0.719
DNA2	TICRR	9606.ENSP00000351185	9606.ENSP00000268138	0	0	0	0	0.204	0	0	0.336	0.449
DNA2	GINS4	9606.ENSP00000351185	9606.ENSP00000276533	0	0	0	0	0.088	0.059	0	0.743	0.760
DNA2	FANCD2	9606.ENSP00000351185	9606.ENSP00000287647	0	0	0	0	0.190	0.270	0	0.787	0.863
DNA2	PLK1	9606.ENSP00000351185	9606.ENSP00000300093	0	0	0	0	0.250	0	0	0.286	0.442
DNA2	FEN1	9606.ENSP00000351185	9606.ENSP00000305480	0.051	0	0	0	0.212	0.839	0	0.983	0.997
DNA2	MCM7	9606.ENSP00000351185	9606.ENSP00000307288	0	0	0	0	0.270	0.056	0	0.645	0.734
DNA2	RMI2	9606.ENSP00000351185	9606.ENSP00000310356	0	0	0	0	0.141	0	0.600	0.671	0.877
DNA2	FANCI	9606.ENSP00000351185	9606.ENSP00000310842	0	0	0	0	0.293	0	0	0.457	0.600
DNA2	KIF15	9606.ENSP00000351185	9606.ENSP00000324020	0	0	0	0	0.396	0	0	0.091	0.427
DNA2	PIF1	9606.ENSP00000351185	9606.ENSP00000328174	0.071	0	0	0	0.198	0.788	0	0.945	0.990
DNA2	HIST2H2AC	9606.ENSP00000351185	9606.ENSP00000332194	0	0	0	0	0	0.058	0	0.464	0.473
DNA2	ERCC6L	9606.ENSP00000351185	9606.ENSP00000334675	0.044	0	0	0	0.233	0.065	0	0.268	0.432
DNA2	RAD54B	9606.ENSP00000351185	9606.ENSP00000336606	0.044	0	0	0	0.202	0.065	0	0.668	0.732
DNA2	DTL	9606.ENSP00000351185	9606.ENSP00000355958	0	0	0	0	0.409	0	0	0	0.409
DNA2	PAICS	9606.ENSP00000351185	9606.ENSP00000382595	0.042	0	0	0	0.116	0	0	0.381	0.430
DNA2	HJURP	9606.ENSP00000351185	9606.ENSP00000414109	0	0	0	0	0.244	0	0	0.283	0.435
DNA2	RACGAP1	9606.ENSP00000351185	9606.ENSP00000404190	0	0	0	0	0.315	0	0	0.263	0.474
